subj_ID,condition,own_words,kept_words,elim_words
76,keep,"[('this', 12), ('to', 8), ('the', 8), ('cops', 7), ('me', 6), ('is', 6), ('man', 6), ('looks', 5), ('and', 5), ('a', 4), ('one', 4), ('like', 4), ('being', 4), ('makes', 3), ('scares', 3), ('seems', 3), ('be', 3), ('have', 3), ('his', 3), ('are', 3), ('in', 3), ('person', 3), ('of', 3), ('resisting', 3), ('was', 3), ('sad', 2), ('several', 2), ('scared', 2), ('with', 2), ('him', 2), ('unnecessary', 2), ('three', 2), ('frightens', 2), ('they', 2), ('by', 2), ('not', 2), ('who', 2), ('does', 2), ('woman', 2), ('that', 2), ('me-police', 1), ('brutality', 1), ('serious', 1), ('issue', 1), ('there', 1), ('cops-scares', 1), ('angry', 1), ('or', 1), ('armed', 1), ('surrounding', 1)]","[('I', 19), ('feel', 16), ('to', 15), ('the', 13), ('police', 11), ('is', 11), ('being', 10), ('a', 8), ('this', 8), ('like', 8), ('of', 8), ('for', 8), ('This', 7), ('by', 7), ('sad', 7), ('he', 6), ('looks', 6), ('and', 6), ('person', 6), ('it', 4), ('man', 4), ('black', 4), ('arrested', 4), ('be', 4), ('me', 3), ('seems', 3), ('their', 3), ('needs', 3), ('at', 3), ('Black', 3), ('dragged', 3), ('away', 3), ('cops', 3), ('are', 3), ('makes', 2), ('doing', 2), ('Police', 2), ('He', 2), ('stop', 2), ('white', 2), ('looking', 2), ('him', 2), ('look', 2), (""he's"", 2), ('officers.', 2), ('case', 2), ('upset', 2), ('The', 2), ('has', 2), ('force', 2)]","[('to', 17), ('is', 15), ('I', 15), ('a', 14), ('the', 12), ('police', 12), ('like', 11), ('being', 11), ('looks', 10), ('this', 10), ('arrested', 8), ('and', 7), ('are', 7), ('by', 7), ('This', 6), ('they', 6), ('what', 6), ('man', 5), ('he', 5), ('in', 5), ('feel', 5), ('it', 4), ('be', 4), ('that', 4), ('protester', 4), ('who', 4), ('look', 4), ('of', 4), ('have', 3), ('on', 3), ('person', 3), ('Another', 3), ('cops.', 3), ('people', 3), ('The', 3), ('guy', 3), ('see', 3), ('or', 3), ('does', 3), ('not', 3), ('as', 3), ('arrested.', 3), ('protesters', 3), ('one', 3), ('she', 3), ('there', 3), ('picture', 2), (""don't"", 2), ('know', 2), ('did', 2)]"
77,eliminate,"[('I', 16), ('feel', 15), ('to', 14), ('like', 9), ('that', 9), ('this', 8), ('looks', 7), ('the', 7), ('a', 6), ('on', 5), ('is', 5), ('be', 5), ('This', 5), ('man', 4), ('not', 4), ('seem', 4), ('young', 4), ('seems', 3), ('The', 3), ('his', 3), ('photo.', 3), ('up.', 3), ('He', 3), ('does', 3), (""I'm"", 3), ('It', 2), ('it', 2), ('left', 2), ('two', 2), ('so', 2), ('wrong.', 2), ('her.', 2), ('has', 2), ('out', 2), ('man.', 2), (""don't"", 2), ('very', 2), ('one', 2), ('of', 2), ('in', 2), ('any', 2), (""he's"", 2), ('look', 2), ('angry', 2), ('their', 2), ('hands', 2), ('already', 2), ('need', 2), ('upset', 2), ('are', 2)]","[('the', 29), ('looks', 20), ('to', 18), ('is', 17), ('like', 16), ('I', 15), ('a', 15), ('this', 14), ('being', 12), ('man', 12), ('are', 10), ('in', 10), ('of', 10), ('This', 9), ('police', 8), ('that', 7), ('person', 7), ('it', 6), ('for', 6), ('be', 6), ('by', 6), ('and', 6), ('what', 6), ('feel', 5), ('they', 5), ('really', 5), ('peaceful', 5), ('he', 5), ('not', 5), ('arrested', 5), ('upset', 4), ('because', 4), ('why', 4), ('have', 4), ('protester.', 4), (""don't"", 4), ('know', 4), ('did', 4), ('need', 3), ('she', 3), ('wonder', 3), ('pain.', 3), ('guy', 3), ('but', 3), ('multiple', 3), ('there', 3), ('arrest', 3), ('look', 3), ('The', 3), ('would', 3)]","[('the', 16), ('is', 15), ('police', 14), ('I', 14), ('to', 11), ('a', 11), ('like', 9), ('for', 9), ('in', 9), ('This', 8), ('feel', 8), ('being', 8), ('this', 8), ('looks', 7), ('be', 6), ('are', 5), ('she', 5), ('an', 5), ('man', 5), ('by', 5), ('of', 5), ('that', 4), ('seems', 4), ('what', 4), ('as', 4), ('arrested', 4), ('black', 4), ('guy', 4), ('The', 3), ('doing', 3), ('woman', 3), ('was', 3), ('Looks', 3), ('and', 3), ('angry', 3), ('one', 3), ('people', 3), ('no', 3), ('acting', 3), ('it', 3), ('there', 2), ('they', 2), ('just', 2), ('their', 2), ('have', 2), ('up', 2), ('someone', 2), ('he', 2), ('while', 2), (""don't"", 2)]"
78,keep,"[('the', 23), ('is', 19), ('to', 19), ('a', 16), ('be', 13), ('being', 12), ('I', 11), ('not', 11), ('like', 10), ('that', 10), ('and', 9), ('or', 8), ('force', 8), ('someone', 7), ('police', 7), ('seems', 7), ('but', 6), ('looks', 6), ('of', 6), ('The', 6), ('no', 6), ('in', 6), ('for', 6), ('man', 5), ('are', 5), ('me', 5), ('they', 5), ('does', 5), ('just', 5), ('seem', 5), ('feel', 4), ('there', 4), ('he', 4), (""don't"", 4), ('think', 4), ('it', 4), ('It', 4), ('as', 4), ('much', 4), ('so', 4), ('doing', 4), ('what', 3), ('Seems', 3), ('picture', 3), ('angry', 3), ('using', 3), ('up', 3), ('on', 3), ('because', 3), ('standard', 3)]","[('the', 23), ('is', 20), ('I', 17), ('to', 12), ('in', 12), ('a', 11), ('police', 11), ('like', 9), ('for', 9), ('he', 8), ('being', 8), ('of', 8), ('this', 8), ('looks', 7), ('by', 7), ('they', 7), ('feel', 7), ('person', 6), ('are', 6), ('on', 5), ('cops', 5), ('arresting', 5), ('that', 5), ('This', 5), ('what', 5), ('man', 5), ('and', 4), ('she', 4), ('arrested.', 4), ('with', 4), ('down', 3), ('time', 3), ('very', 3), ('him', 3), ('black', 3), ('not', 3), ('too', 3), ('as', 3), ('out', 3), ('wonder', 3), ('it', 3), ('did', 3), ('be', 3), ('face', 3), ('No', 2), ('need', 2), ('use', 2), ('excessive', 2), ('force.', 2), ('He', 2)]","[('the', 22), ('is', 18), ('to', 18), ('I', 11), ('police', 11), ('being', 9), ('arrested', 9), ('a', 9), ('are', 8), ('by', 8), ('This', 7), ('what', 7), ('they', 7), ('like', 7), ('this', 7), ('man', 7), ('person', 6), ('and', 6), ('in', 6), ('have', 6), ('wonder', 5), ('going', 5), ('be', 5), ('of', 5), ('that', 5), ('on', 4), ('He', 4), ('seems', 4), ('it', 4), ('black', 4), ('people', 4), ('The', 4), ('guy', 4), ('Police', 4), ('or', 4), ('look', 4), ('just', 4), ('why', 4), ('him', 4), ('feel', 3), ('for', 3), ('down', 3), ('think', 3), ('looks', 3), ('their', 3), ('has', 3), ('need', 3), ('more', 3), ('do', 3), ('as', 3)]"
80,keep,"[('man', 10), ('looks', 7), ('is', 7), ('The', 6), ('being', 5), ('the', 4), ('like', 4), ('to', 4), ('This', 4), ('seems', 3), ('police', 3), ('are', 3), ('up', 3), ('but', 3), ('a', 3), ('person', 2), ('he', 2), ('in', 2), ('not', 2), ('arrested', 2), ('with', 2), ('be', 2), ('He', 2), ('and', 2), ('scene.', 2), ('They', 2), ('very', 2), ('on', 2), ('his', 2), ('lot', 2), ('has', 2), ('Worry', 1), ('for', 1), ('pinned', 1), ('down.', 1), ('clear', 1), ('distress.', 1), ('dignitity.', 1), ('angry', 1), ('about', 1), ('something.', 1), ('Maybe', 1), ('treating', 1), ('him', 1), ('unfairly.', 1), ('detained', 1), ('forcefully.', 1), ('confused.', 1), ('arestee', 1), ('shocked', 1)]","[('the', 15), ('being', 15), ('to', 14), ('I', 14), ('police', 12), ('arrested', 12), ('is', 12), ('looks', 8), ('like', 8), ('this', 8), ('by', 8), ('feel', 7), ('a', 7), ('for', 7), ('are', 6), ('trying', 6), ('man', 6), ('and', 6), ('in', 6), ('she', 5), ('they', 5), ('on', 5), ('all', 5), ('person', 5), ('black', 5), ('that', 4), ('of', 4), ('why', 4), ('her', 3), ('one', 3), ('cops', 3), ('police.', 3), ('about', 3), ('Black', 3), ('male', 3), ('what', 3), ('The', 3), ('arrest', 3), ('An', 3), ('african', 3), ('american', 3), ('officer', 3), ('This', 2), ('too', 2), ('much', 2), ('arresting', 2), ('get', 2), ('violence', 2), ('it', 2), ('way', 2)]","[('the', 21), ('I', 14), ('to', 11), ('are', 11), ('a', 11), ('like', 10), ('this', 10), ('is', 10), ('looks', 10), ('police', 9), ('they', 8), ('man', 8), ('in', 8), ('being', 8), ('and', 7), ('of', 6), ('on', 6), ('feel', 6), ('arrested', 5), ('down', 5), ('by', 5), ('what', 5), ('why', 5), ('it', 5), ('she', 5), ('person', 4), ('be', 4), ('The', 4), ('This', 4), ('he', 4), ('that', 3), ('with', 3), ('officer', 3), ('his', 3), ('for', 3), ('not', 3), ('as', 3), ('was', 3), ('just', 3), ('guy', 3), ('way', 3), ('appears', 2), ('see', 2), ('face', 2), ('officers', 2), ('arresting', 2), ('one', 2), ('wrong', 2), ('out', 2), ('It', 2)]"
81,eliminate,"[('this', 8), ('like', 7), ('a', 7), ('to', 5), ('but', 5), ('seems', 4), ('looks', 4), ('is', 4), ('being', 4), ('man', 4), ('police', 4), ('he', 4), ('the', 4), ('was', 3), ('it', 3), ('by', 3), ('be', 3), ('still', 3), ('of', 3), ('and', 3), ('uneasy', 2), ('she', 2), ('an', 2), ('unarmed', 2), ('feels', 2), ('arrest', 2), ('for', 2), ('I', 2), ('have', 2), ('him', 2), ('threat', 2), ('peaceful', 2), ('kid', 2), ('really', 2), ('so', 2), ('much', 2), ('force', 2), ('warrant', 2), ('wrong,', 1), ('doing', 1), ('nothing', 1), ('that', 1), ('warranted', 1), ('treatment', 1), ('unnecessary', 1), ('violence', 1), ('student', 1), ('forcefully', 1), ('arrested', 1), ('frightened', 1)]","[('is', 23), ('the', 21), ('looks', 18), ('like', 17), ('police', 17), ('a', 16), ('This', 16), ('being', 15), ('by', 14), ('I', 14), ('and', 13), ('of', 11), ('this', 10), ('man', 10), ('in', 8), ('that', 8), ('feel', 8), ('for', 6), ('to', 6), ('case', 6), ('black', 5), ('arrested', 5), ('be', 5), ('are', 4), ('officers.', 4), ('upset', 4), ('they', 4), ('guy', 4), ('peaceful', 4), ('force', 4), ('racial', 4), ('pain', 3), ('what', 3), ('people', 3), ('really', 3), ('he', 3), ('wonder', 3), ('if', 3), ('it', 3), ('excessive', 3), ('arresting', 3), ('innocent', 3), ('protester', 3), ('handcuffed', 3), ('profiling', 3), ('An', 3), ('african', 3), ('american', 3), ('Looks', 2), ('was', 2)]","[('is', 32), ('the', 18), ('to', 17), ('a', 15), ('being', 12), ('I', 12), ('he', 11), ('police', 10), ('in', 10), ('this', 8), ('like', 8), ('man', 8), ('looks', 6), ('what', 6), ('are', 6), ('have', 6), ('as', 5), ('going', 5), ('on', 5), ('be', 5), ('arrested', 5), ('probably', 5), ('by', 4), ('why', 4), ('so', 4), ('just', 4), ('and', 4), ('look', 4), ('it', 4), ('or', 4), ('cops', 4), ('someone', 4), ('that', 4), ('up', 3), ('am', 3), ('but', 3), ('trying', 3), ('they', 3), ('down', 3), ('Police', 3), ('doing', 3), ('him', 3), ('person', 3), ('feel', 3), ('This', 3), ('not', 3), ('did', 3), ('Why', 3), ('about', 3), ('picture', 2)]"
82,keep,"[('the', 10), ('are', 7), ('that', 6), ('to', 6), ('seems', 6), ('be', 5), ('police', 5), ('Sad', 5), ('a', 4), ('so', 4), ('there', 4), ('on', 4), ('Upset', 3), ('have', 3), ('of', 3), ('very', 3), ('many', 3), ('one', 3), ('because', 3), ('There', 3), ('violent', 2), ('as', 2), ('this', 2), ('looks', 2), ('is', 2), ('in', 2), ('person', 2), ('lot', 2), ('does', 2), ('not', 2), ('weapons', 2), ('picture', 2), ('It', 2), ('guy', 2), ('no', 2), ('person.', 2), ('for', 2), ('Sad,', 1), ('unpleasant,', 1), ('worried', 1), ('such', 1), ('meaures', 1), ('needed', 1), ('taken', 1), ('I', 1), (""don't"", 1), ('high', 1), ('an', 1), ('emotional', 1), ('response', 1)]","[('is', 18), ('a', 17), ('to', 15), ('the', 14), ('I', 13), ('being', 11), ('and', 11), ('looks', 11), ('This', 8), ('for', 8), ('of', 7), ('man', 7), ('police', 7), ('this', 7), ('in', 7), ('like', 7), ('be', 6), ('arrested', 5), ('as', 5), ('on', 5), ('he', 5), ('that', 5), ('not', 5), ('but', 5), ('feel', 4), ('it', 4), ('why', 4), ('an', 4), ('she', 4), ('person', 4), ('arrested.', 4), ('am', 4), ('A', 3), ('black', 3), ('by', 3), ('have', 3), ('group', 3), ('one', 3), ('upset', 3), ('are', 3), ('someone', 3), ('He', 3), ('what', 3), ('see', 3), ('pain.', 3), ('cops', 3), (""doesn't"", 3), ('seems', 3), ('bit', 3), ('were', 3)]","[('is', 19), ('the', 16), ('I', 14), ('to', 12), ('a', 11), ('that', 10), ('being', 9), ('in', 8), ('looks', 8), ('and', 8), ('police', 8), ('like', 7), ('are', 7), ('what', 7), ('this', 7), ('by', 6), ('feel', 6), ('they', 6), ('of', 6), ('on', 6), ('going', 6), ('man', 5), ('arrested', 5), ('This', 5), ('person', 5), ('he', 4), ('not', 4), ('be', 4), ('A', 3), ('arrest', 3), ('woman', 3), ('an', 3), ('do', 3), ('why', 3), ('many', 3), ('down', 3), ('she', 3), ('arresting', 3), ('know', 3), ('guy', 3), ('but', 3), (""don't"", 3), ('arrests', 2), ('because', 2), ('much', 2), ('force', 2), ('must', 2), ('have', 2), ('force.', 2), ('black', 2)]"
84,eliminate,"[('the', 16), ('there', 11), ('officers', 11), ('this', 11), ('because', 10), ('are', 10), ('man', 9), ('to', 8), ('feel', 7), ('of', 7), (""I'm"", 7), ('I', 6), ('police', 5), ('and', 5), ('a', 5), ('This', 4), ('photo', 4), ('looks', 4), ('in', 4), ('what', 3), ('like', 3), ('seems', 3), ('be', 3), ('since', 3), ('is', 3), ('upset', 3), ('by', 3), ('me', 2), ('for', 2), ('sad', 2), ('guy', 2), ('lots', 2), ('grabbing', 2), ('lot', 2), ('one', 2), ('man.', 2), ('many', 2), ('confused', 2), ('choke', 2), ('how', 2), ('detaining', 2), ('makes', 1), ('scared', 1), ('will', 1), ('happen', 1), ('afterwards.', 1), ('nervous.', 1), (""he's"", 1), ('pain.', 1), ('uneasy', 1)]","[('the', 35), ('is', 35), ('this', 26), ('I', 23), ('to', 22), ('being', 16), ('in', 16), ('a', 14), ('police', 13), ('like', 12), ('looks', 11), ('This', 11), ('are', 11), ('of', 10), ('man', 10), ('feel', 9), ('for', 9), ('be', 9), ('and', 9), ('not', 9), ('what', 9), ('they', 9), ('by', 8), ('seems', 8), ('officers', 8), ('it', 8), ('on', 8), ('that', 7), ('woman', 7), ('as', 7), ('why', 6), ('or', 6), ('his', 6), ('guy', 5), ('he', 5), ('arrested', 5), ('with', 5), ('am', 5), ('but', 5), ('at', 5), ('there', 5), ('man.', 4), ('one', 4), ('she', 4), ('because', 4), ('pain', 4), ('response', 4), ('going', 4), ('officers.', 3), ('person', 3)]","[('the', 16), ('is', 16), ('to', 14), ('I', 12), ('police', 11), ('this', 11), ('being', 10), ('a', 10), ('man', 8), ('like', 8), ('feel', 7), ('for', 6), ('arrested', 6), ('by', 6), ('The', 5), ('be', 5), ('are', 5), ('black', 5), ('she', 5), ('arrest', 5), ('looks', 5), ('he', 4), ('they', 4), ('that', 4), ('and', 4), (""don't"", 4), ('person', 4), ('in', 4), ('protest', 4), ('guy', 3), ('see', 3), ('i', 3), ('what', 3), ('going', 3), ('A', 3), ('on', 3), ('more', 3), ('getting', 3), ('arrested.', 3), ('This', 3), ('wrong.', 3), ('arrests', 2), ('there', 2), ('did', 2), ('think', 2), ('need', 2), ('here.', 2), ('Black', 2), ('at', 2), ('or', 2)]"
85,keep,"[('man', 6), ('to', 6), ('the', 5), ('looks', 4), ('ground', 3), ('protester', 3), ('sad', 2), ('of', 2), ('Police', 2), ('arresting', 2), ('black', 2), ('very', 2), ('on', 2), ('be', 2), ('down', 2), ('man.', 2), ('Forcefully', 2), ('removing', 2), ('Man', 2), ('this', 2), ('and', 2), ('This', 1), ('photo', 1), ('makes', 1), ('me', 1), ('Facial', 1), ('expression', 1), ('despair', 1), ('young', 1), ('I', 1), ('feel', 1), ('sorry', 1), ('for', 1), ('ground.', 1), ('Seems', 1), ('screaming', 1), ('something.', 1), ('shutting', 1), ('protest,', 1), (""Can't"", 1), ('even', 1), ('see', 1), ('face.', 1), ('Pushed', 1), ('firmly', 1), ('Riot', 1), ('shield', 1), ('face', 1), ('Arresting', 1), ('it', 1)]","[('the', 19), ('police', 16), ('being', 15), ('is', 14), ('by', 14), ('arrested', 12), ('to', 11), ('I', 10), ('in', 10), ('this', 9), ('a', 8), ('like', 8), ('guy', 7), ('feel', 7), ('man', 7), ('and', 7), ('of', 6), ('are', 6), ('black', 5), ('on', 5), ('Again,', 5), ('What', 5), ('doing', 5), ('their', 5), ('looks', 5), ('This', 5), ('at', 4), ('people', 4), ('job...', 4), ('she', 4), ('for', 4), ('A', 4), ('cops', 3), ('going', 3), ('why', 3), ('seems', 3), (""doesn't"", 3), ('look', 3), ('he', 3), ('police.', 3), ('they', 3), ('force.', 3), ('person', 3), ('officers.', 3), ('what', 3), ('did', 3), ('officer', 3), ('An', 3), ('african', 3), ('american', 3)]","[('is', 17), ('the', 16), ('this', 12), ('being', 11), ('to', 10), ('I', 10), ('man', 9), ('This', 9), ('in', 8), ('and', 8), ('a', 7), ('for', 7), ('looks', 7), ('police', 7), ('feel', 7), ('that', 6), ('not', 6), ('like', 6), ('of', 6), ('be', 5), ('as', 5), ('arrested', 4), ('woman', 4), ('what', 4), ('by', 4), ('he', 4), ('why', 4), ('were', 4), ('trying', 3), ('It', 3), ('look', 3), ('arrested.', 3), ('wonder', 3), ('just', 3), ('someone', 3), ('down', 3), ('doing', 3), ('going', 3), ('people', 3), ('get', 3), ('they', 3), ('are', 3), ('officers', 2), ('there', 2), ('much', 2), ('she', 2), ('happy', 2), ('seems', 2), ('upset', 2), ('but', 2)]"
87,keep,"[('the', 13), ('I', 7), ('feel', 6), ('looks', 5), ('this', 5), ('being', 5), ('man', 4), ('is', 4), ('on', 4), ('police', 4), ('for', 4), ('what', 3), ('a', 3), ('it', 3), ('of', 3), ('in', 3), ('men', 2), ('as', 2), ('like', 2), ('about', 2), ('his', 2), ('why', 2), ('seems', 2), ('much', 2), ('woman', 2), ('Why', 2), ('are', 2), ('with', 2), ('and', 2), ('Feel', 1), ('uneasy,', 1), ('wondering', 1), ('caused', 1), ('this.', 1), ('Many', 1), ('white', 1), ('arresting', 1), ('black', 1), ('man.', 1), ('Uneasy', 1), ('to', 1), ('get', 1), ('head', 1), ('smashed', 1), ('ground', 1), ('He', 1), ('has', 1), ('hands', 1), ('up,', 1), ('violence?', 1)]","[('the', 24), ('is', 21), ('I', 17), ('like', 12), ('police', 12), ('in', 11), ('to', 11), ('this', 10), ('looks', 10), ('being', 9), ('he', 9), ('a', 8), ('feel', 8), ('what', 7), ('The', 7), ('of', 7), ('are', 7), ('and', 7), ('man', 7), ('on', 6), ('This', 6), ('they', 6), ('for', 6), ('that', 5), ('officers', 5), ('not', 5), ('with', 5), ('person', 4), ('woman', 4), ('just', 4), ('why', 4), ('so', 4), ('one', 4), ('seems', 4), ('guy', 4), ('arrested', 4), ('by', 4), ('she', 4), ('doing', 4), ('their', 4), (""don't"", 3), ('did', 3), ('it', 3), ('many', 3), ('think', 3), ('much', 3), ('upset', 3), ('see', 3), ('going', 3), ('his', 3)]","[('police', 16), ('the', 15), ('to', 15), ('being', 13), ('a', 13), ('is', 12), ('I', 12), ('like', 10), ('and', 9), ('by', 9), ('she', 9), ('looks', 9), ('arrested', 8), ('man', 8), ('this', 8), ('he', 6), ('This', 6), ('are', 6), ('in', 6), ('for', 5), ('it', 5), ('on', 5), ('not', 4), ('feel', 4), ('of', 4), ('what', 4), ('be', 4), ('was', 4), ('him', 4), ('black', 4), ('protesting', 3), ('from', 3), ('do', 3), ('people', 3), ('doing', 3), ('that', 3), ('am', 3), ('why', 3), ('so', 3), ('have', 3), ('arrested.', 3), ('He', 3), ('has', 3), ('arrests', 2), ('protest.', 2), ('as', 2), ('picture', 2), ('because', 2), ('officers', 2), ('sorry', 2)]"
88,eliminate,"[('I', 15), ('the', 14), ('man', 6), ('seems', 5), ('of', 5), ('excessive', 5), ('wonder', 5), ('being', 5), ('to', 4), ('This', 4), ('this', 4), ('but', 4), ('feel', 4), ('what', 4), ('in', 3), ('is', 3), ('The', 3), ('arrested', 3), ('looks', 3), ('person', 3), ('a', 2), ('lady', 2), (""don't"", 2), ('know', 2), ('has', 2), (""I'm"", 2), ('curious', 2), ('context', 2), ('about', 2), ('detained', 2), ('me', 2), ('There', 1), ('be', 1), ('lack', 1), ('reason', 1), ('here', 1), ('wish', 1), ('knew', 1), ('motives', 1), ('center.', 1), ('bit', 1), ('contex', 1), ('picture,', 1), ('yet', 1), ('again', 1), ('that', 1), ('done.', 1), ('She', 1), ('very', 1), ('disheartened', 1)]","[('is', 23), ('a', 22), ('to', 20), ('the', 18), ('looks', 15), ('I', 15), ('like', 14), ('police', 14), ('This', 13), ('of', 13), ('being', 13), ('in', 11), ('what', 9), ('this', 9), ('and', 8), ('not', 7), ('be', 7), ('that', 7), ('feel', 7), ('it', 6), ('person', 6), ('by', 6), ('for', 6), ('response', 6), ('he', 6), ('force', 5), ('as', 5), ('arrested', 5), ('My', 5), ('on', 4), ('but', 4), ('did', 4), ('his', 4), ('man', 4), ('case', 4), ('sure', 3), ('why', 3), ('so', 3), ('i', 3), ('have', 3), ('woman', 3), ('bad', 3), ('are', 3), ('cop', 3), ('she', 3), ('arrested.', 3), ('What', 3), ('brutality.', 3), ('excessive', 3), ('brutality', 3)]","[('is', 21), ('the', 17), ('I', 16), ('police', 12), ('of', 12), ('this', 12), ('looks', 11), ('like', 10), ('being', 10), ('a', 10), ('to', 9), ('by', 8), ('This', 8), ('feel', 8), ('and', 7), ('be', 7), ('what', 6), ('arrested', 5), ('arrested.', 5), ('with', 5), ('are', 5), ('for', 5), ('man', 4), ('they', 4), ('but', 4), ('in', 4), ('he', 4), ('black', 3), ('out', 3), ('as', 3), ('up', 3), ('person', 3), ('it', 3), ('have', 3), ('really', 3), ('man.', 3), ('on', 3), ('A', 2), ('officers.', 2), ('very', 2), ('that', 2), ('breaking', 2), ('get', 2), ('Seems', 2), ('society', 2), ('our', 2), ('bad', 2), ('woman', 2), ('ground.', 2), ('The', 2)]"
89,keep,"[('and', 11), ('man', 9), ('but', 8), ('looks', 7), ('of', 7), ('not', 5), ('on', 5), (""doesn't"", 5), ('to', 5), ('cops', 5), ('look', 4), ('seem', 4), ('feel', 3), ('disappointment', 3), ('angry', 3), ('in', 3), ('like', 3), ('no', 3), ('I', 2), ('more', 2), ('than', 2), ('angry.', 2), ('anxious', 2), ('force', 2), ('context', 2), ('with', 2), ('woman', 2), (""don't"", 2), ('be', 2), ('frustration.', 2), ('one', 2), ('restraining', 2), ('much', 2), ('held', 2), ('down', 2), ('cop', 2), ('her', 2), ('Man', 2), ('from', 2), ('have', 2), ('a', 2), ('because', 2), ('face', 2), ('frustration', 1), ('anxiety.', 1), ('This', 1), ('indignant', 1), ('frightened.', 1), ('injustice,', 1), ('confusion,', 1)]","[('I', 22), ('the', 20), ('is', 14), ('to', 13), ('feel', 12), ('for', 11), ('police', 11), ('being', 11), ('a', 11), ('this', 10), ('they', 10), ('of', 10), ('that', 9), ('person', 9), ('looks', 7), ('have', 7), ('by', 7), ('are', 6), ('he', 5), ('man', 5), ('in', 5), ('know', 5), ('what', 5), ('arrested', 5), ('like', 5), ('on', 4), ('This', 4), ('not', 4), (""don't"", 3), ('why', 3), ('these', 3), ('upset', 3), ('force', 3), ('who', 3), ('really', 3), ('Black', 3), ('The', 3), ('cops', 3), ('guy', 3), ('am', 3), ('sad', 3), ('and', 3), ('does', 3), ('arresting', 3), ('has', 2), ('someone', 2), ('it', 2), ('going', 2), ('getting', 2), ('with', 2)]","[('the', 21), ('to', 16), ('is', 15), ('I', 14), ('police', 12), ('arrested', 11), ('being', 11), ('a', 10), ('of', 9), ('and', 8), ('this', 8), ('man', 7), ('by', 7), ('are', 7), ('like', 7), ('This', 7), ('looks', 7), ('why', 6), ('they', 6), ('feel', 5), ('in', 5), ('for', 5), ('force', 5), ('he', 5), ('be', 5), ('his', 4), ('what', 4), ('have', 4), ('it', 4), ('that', 4), ('see', 3), ('A', 3), ('black', 3), ('The', 3), ('their', 3), ('so', 3), ('not', 3), ('has', 3), ('am', 3), ('look', 3), ('person', 3), ('wonder', 3), ('lot', 3), ('response', 3), ('sad', 2), ('cops.', 2), ('anger', 2), ('arrests', 2), ('several', 2), ('doing', 2)]"
90,eliminate,"[('to', 24), ('the', 22), ('be', 13), ('in', 12), ('seems', 12), ('man', 12), ('is', 11), ('of', 9), ('seem', 9), ('The', 9), ('as', 8), ('and', 8), ('but', 7), ('are', 7), ('this', 7), ('a', 7), ('force', 7), ('upset', 6), ('being', 5), ('like', 5), ('on', 5), ('at', 5), ('there', 4), ('very', 4), ('an', 4), ('police', 4), ('with', 4), ('officers', 4), ('not', 4), ('by', 4), ('it', 4), ('once', 3), ('again', 3), ('use', 3), ('how', 3), ('lack', 3), ('no', 3), ('also', 2), ('picture', 2), ('taking', 2), ('Upset', 2), ('have', 2), ('situation', 2), ('escorted', 2), ('Once', 2), ('distraught.', 2), ('excessive', 2), ('does', 2), ('uncomfortable', 2), ('who', 2)]","[('is', 30), ('this', 26), ('to', 20), ('I', 16), ('the', 15), ('like', 14), ('man', 14), ('in', 14), ('This', 13), ('looks', 13), ('they', 12), ('are', 12), ('a', 12), ('what', 11), ('and', 10), ('on', 10), ('that', 9), ('being', 9), ('of', 8), ('be', 7), ('police', 6), ('going', 6), ('it', 6), ('why', 6), ('but', 5), ('him', 5), ('by', 5), ('there', 5), ('officers', 5), ('his', 5), ('person', 4), ('wonder', 4), ('he', 4), ('so', 4), ('picture', 4), ('one', 4), ('for', 4), ('woman', 4), ('or', 4), ('am', 3), ('upset', 3), ('she', 3), ('not', 3), ('her', 3), ('know', 3), ('seems', 3), ('It', 3), ('Police', 3), ('me', 3), ('arrested', 3)]","[('I', 19), ('the', 19), ('is', 16), ('police', 12), ('to', 12), ('a', 11), ('being', 10), ('feel', 9), ('this', 9), ('by', 8), ('arrested', 8), ('that', 7), ('man', 7), ('like', 7), ('looks', 7), ('person', 7), ('The', 6), ('they', 5), ('he', 5), ('look', 5), ('of', 5), ('for', 5), ('at', 5), ('in', 5), ('what', 4), ('are', 4), ('and', 4), ('This', 4), ('really', 4), ('be', 4), ('it', 4), ('guy', 4), ('police.', 4), ('arrest', 3), ('have', 3), ('or', 3), ('just', 3), ('black', 3), ('away', 3), ('see', 3), ('bad', 3), ('A', 3), ('protest', 3), ('not', 3), ('arrests', 2), ('get', 2), ('Police', 2), ('him', 2), ('resisting', 2), ('dragged', 2)]"
